User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Kwhen Finance,@kwhenfinance,2022-01-16T14:58:52.000Z,"Kwhen Finance
@kwhenfinance
·
Jan 16, 2022Weyerhaeuser Co. Shares Approach 52-Week High - Market Mover https://ayr.app/l/rhtU $WY #stockmarket #kwhenfinance",,,
Track Funds,@trackfunds,2022-01-14T20:45:03.000Z,"Track Funds
@trackfunds
·
Jan 14, 2022422 funds increasing $WY vs last Q!#wy WEYERHAEUSER CO",,,
News Insure,@NewsInsure,2022-01-13T18:06:21.000Z,"News Insure
@NewsInsure
·
Jan 13, 2022Weyerhaeuser Co. Shares Near 52-Week High – Market Mover https://newsinsure.in/weyerhaeuser-co-shares-near-52-week-high-market-mover/…",,,
Kwhen Finance,@kwhenfinance,2022-01-13T17:56:49.000Z,"Kwhen Finance
@kwhenfinance
·
Jan 13, 2022Weyerhaeuser Co. Shares Near 52-Week High - Market Mover https://ayr.app/l/vyWQ $WY #stockmarket #kwhenfinance",,,
Matt,@ShotsFPS,2022-01-10T23:15:21.000Z,"Matt
@ShotsFPS
·
Jan 11, 2022Chevy truck month is a multistage aerobic capacity test that progressively gets more difficult as it continues. The FortLlama was actually dropped and or provided by the Weyerhaeuser Co. Whatup team, please remember to cap zones. Wanna become famous? Buy followers, primes",1,1,12
Communist Stock Analysis,@communiststocks,2022-01-10T04:02:29.000Z,"Communist Stock Analysis
@communiststocks
·
Jan 10, 2022Weyerhaeuser Co - $WY

 QUOTE
$WY was DOWN  on Fri Jan 07
Closed at 40.34 USD for a -0.12% loss from previous close
  

 ANALYSIS
Weyerhaeuser Co should be nationalized
☭ ☭ ☭",,,
Communist Stock Analysis,@communiststocks,2022-01-09T05:02:07.000Z,"Communist Stock Analysis
@communiststocks
·
Jan 9, 2022Weyerhaeuser Co - $WY

 QUOTE
$WY was DOWN  on Fri Jan 07
Closed at 40.34 USD for a -0.12% loss from previous close
  

 ANALYSIS
Weyerhaeuser Co should be nationalized
☭ ☭ ☭",,,
Communist Stock Analysis,@communiststocks,2022-01-05T11:01:08.000Z,"Communist Stock Analysis
@communiststocks
·
Jan 5, 2022Weyerhaeuser Co - $WY

 QUOTE
$WY was UP  on Tue Jan 04
Closed at 41.09 USD for a 1.28% gain from previous close
  

 ANALYSIS
Weyerhaeuser Co should be nationalized
☭ ☭ ☭",,,
Grayson Roze,@GraysonRoze,2022-01-03T02:58:44.000Z,"Grayson Roze
@GraysonRoze
·
Jan 3, 2022""10 I'm Stalking"" this week: 

$ARCB - ArcBest
$ARLO - Arlo Technologies
$FTNT - Fortinet
$INFO - IHS Markit
$JBHT - J.B. Hunt
$PANW - Palo Alto Networks
$SCHW - Charles Schwab
$SNPS - Synopsys
Show more",,5,14
Communist Stock Analysis,@communiststocks,2022-01-03T02:02:00.000Z,"Communist Stock Analysis
@communiststocks
·
Jan 3, 2022Weyerhaeuser Co - $WY

 QUOTE
$WY was UP  on Fri Dec 31
Closed at 41.18 USD for a 0.51% gain from previous close
  

 ANALYSIS
Weyerhaeuser Co should be nationalized
☭ ☭ ☭",,,
Kwhen Finance,@kwhenfinance,2021-12-30T11:47:57.000Z,"Kwhen Finance
@kwhenfinance
·
Dec 30, 2021Weyerhaeuser Co. Shares Climb 0.3% Past Previous 52-Week High - Market Mover https://ayr.app/l/DwqG $WY #stockmarket #kwhenfinance",,,
stocksoftheday,@stocksoftheday1,2021-12-29T21:31:00.000Z,"stocksoftheday
@stocksoftheday1
·
Dec 29, 2021$WY Weyerhaeuser Co saw an increase of +2.06% today!",,,
Network Community Services®,@networkserveyou,2021-12-25T13:03:04.000Z,"Network Community Services®
@networkserveyou
·
Dec 25, 2021Everett Harris & Co. CA Reduces Position in
Weyerhaeuser (NYSE:WY) 
https://ift.tt/33QQTfD",,,
ETF Hunter,@etf_dividend,2021-12-23T15:35:24.000Z,"ETF Hunter
@etf_dividend
·
Dec 23, 2021 #ETF Posts 

Hartford Investment Management Co. Sells 8,876 Shares of Weyerhaeuser (NYSE:WY)
https://etfdailynews.com/news/hartford-investment-management-co-sells-8876-shares-of-weyerhaeuser-nysewy/…",,,
Market Newswire,@Market_Newswire,2021-12-16T22:31:40.000Z,"Market Newswire
@Market_Newswire
·
Dec 16, 2021$WY SEC Filing: 8-K Reg FD - WEYERHAEUSER CO (0000106535) December 16
 
https://marketnewswire.live/index.php/2021/12/16/8-k-reg-fd-weyerhaeuser-co-0000106535-december-16/…",,,
"Shi Hawthorne, MBA",@businessflipper,2021-12-15T01:09:56.000Z,"Shi Hawthorne, MBA
@businessflipper
·
Dec 15, 2021Hedge Funds Are Selling Weyerhaeuser Co. (WY)

Hedge Funds and other institutional investors have just completed filing their 13Fs with the Securities and Exchange Commission, revealing their equity portfolios as of the end of September.

https://insidermonkey.com/blog/hedge-funds-are-selling-weyerhaeuser-co-wy-2-1013452/…",,,
ETF Screener & Stock Picker,@ETFsStockPicker,2021-12-14T23:44:13.000Z,"ETF Screener & Stock Picker
@ETFsStockPicker
·
Dec 15, 2021#Hedge_Funds #News #Is_WY_A_Good_Investment_Right_Now_ Hedge Funds Are Selling Weyerhaeuser Co. (WY) http://dlvr.it/SFNXWg http://bit.ly/3euPGwc",,,
stocksoftheday,@stocksoftheday1,2021-11-16T21:31:15.000Z,"stocksoftheday
@stocksoftheday1
·
Nov 16, 2021$WY Weyerhaeuser Co saw an increase of +2.54% today!",,,
AlphaMaven Hedge Funds,@AlphaMavenHF,2021-11-13T13:00:03.000Z,"AlphaMaven Hedge Funds
@AlphaMavenHF
·
Nov 13, 2021#HedgeFund Weyerhaeuser Co. stock rises Friday, still underperforms market - MarketWatch http://am.alpha-maven.com/SCRK6L",,,
Communist Stock Analysis,@communiststocks,2021-11-04T05:05:43.000Z,"Communist Stock Analysis
@communiststocks
·
Nov 4, 2021Weyerhaeuser Co - $WY

 QUOTE
$WY was UP  on Wed Nov 03
Closed at 38.27 USD for a 5.86% gain from previous close
  

 ANALYSIS
Weyerhaeuser Co should be nationalized
☭ ☭ ☭",,,
GuruFocus,@gurufocus,2021-11-03T21:50:06.000Z,"GuruFocus
@gurufocus
·
Nov 3, 2021Market Movers in the S&P 500:
FMC Corp (12.62%) $FMC
Centene Corp (6.57%) $CNC
Weyerhaeuser Co (5.86%) $WY
CVS Health Corp (5.69%) $CVS
#Guru #GuruFocus #stocks #investing #valueinvesting #WarrenBuffett #strategy #value #management #wealth",,1,2
stocksoftheday,@stocksoftheday1,2021-11-03T21:30:54.000Z,"stocksoftheday
@stocksoftheday1
·
Nov 3, 2021$WY Weyerhaeuser Co is shooting through the roof with a +5.86% increase today!",,,
Peter Went,@HedgeFundRisk,2021-10-12T03:36:04.000Z,"Peter Went
@HedgeFundRisk
·
Oct 12, 2021Where Do Hedge Funds Stand On Weyerhaeuser Co. (WY)? - Yahoo Finance http://dlvr.it/S9Lh9m",,,
Communist Stock Analysis,@communiststocks,2021-10-12T03:03:56.000Z,"Communist Stock Analysis
@communiststocks
·
Oct 12, 2021Weyerhaeuser Co - $WY

 QUOTE
$WY was UP  on Mon Oct 11
Closed at 37.26 USD for a 2.76% gain from previous close
  

 ANALYSIS
Weyerhaeuser Co should be nationalized
☭ ☭ ☭",,,
stocksoftheday,@stocksoftheday1,2021-10-11T21:31:12.000Z,"stocksoftheday
@stocksoftheday1
·
Oct 11, 2021$WY Weyerhaeuser Co is shooting through the roof with a +2.76% increase today!",,,
GreenC,@micucuriosidad,2021-10-06T15:44:27.000Z,"GreenC
@micucuriosidad
·
Oct 6, 2021Replying to 
@HeroDividend",,,
AJ Blackston - Financial IT Solutions Consultant,@AJBlackston,2021-09-22T18:22:52.000Z,"AJ Blackston - Financial IT Solutions Consultant
@AJBlackston
·
Sep 22, 2021WEYERHAEUSER CO (0000106535) (Filer) https://sec.gov/Archives/edgar/data/106535/000156459021048527/0001564590-21-048527-index.htm…  #SecuritiesExchangeCommission #SEC #FinancialFilings #InvestorAlerts #AdminstrativeProceedings #Suspensions #ProposedRules #PressReleases #Speeches #CorporateFinance #InvestmentManagers",,,
SEC.report,@EdgarInsider,2021-08-18T21:13:51.000Z,"SEC.report
@EdgarInsider
·
Aug 18, 2021FORM 8-K [Press/News Current Report] recently SEC filed.  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-045039/…",,,
trumpeter,@trumpeter_bot,2021-08-15T03:56:20.000Z,"trumpeter
@trumpeter_bot
·
Aug 15, 2021I wanna squash Southwest Airlines Co. they are much smarter than Weyerhaeuser Company even without their money.",,,
Emérito/Numantia Patrimonio,@foso_defensivo,2021-08-13T20:36:34.000Z,"Emérito/Numantia Patrimonio
@foso_defensivo
·
Aug 13, 2021No termina de fructificar mi búsqueda de bosques madereros para inversión a largo plazo.

De momento he encontrado: PotlatchDeltic, Weyerhaeuser Co y Acadian Timber.

Veredicto: meh.",8,1,31
stocksoftheday,@stocksoftheday1,2021-07-30T21:30:57.000Z,"stocksoftheday
@stocksoftheday1
·
Jul 30, 2021$WY Weyerhaeuser Co is falling fast! It's down -3.16% today!",,,
SEC.report,@EdgarInsider,2021-07-30T20:46:32.000Z,"SEC.report
@EdgarInsider
·
Jul 30, 2021Alert [Quarterly Report] / Form 10-Q filed with the SEC  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-039521/…",,,
SEC.report,@EdgarInsider,2021-07-30T10:07:28.000Z,"SEC.report
@EdgarInsider
·
Jul 30, 2021SEC Form 8-K [Press/News Current Report] filed by  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-039290/…",,,
Market Newswire,@Market_Newswire,2021-07-30T10:07:13.000Z,"Market Newswire
@Market_Newswire
·
Jul 30, 2021$WY SEC Filing: 8-K Earnings - WEYERHAEUSER CO (0000106535) July 30
 
undefined",,,
tempo,@InsiderPurchase,2021-07-29T15:17:07.000Z,"tempo
@InsiderPurchase
·
Jul 29, 2021$WY - Weyerhaeuser Co #Weyerhaeuser
Loewe Nancy S. (SVP, CFO) purchases +10,000 shares for $385,562 increasing his stake by +46%.

Share price: $38.56
Shares owned: 31,627
Trade date: 2021-05-05
Filing date: 2021-05-06

http://sec.gov/Archives/edgar/data/106535/000120919121030636/xslF345X03/doc4.xml…",,,
Rutuja Mishra,@MishraRutuja,2021-07-27T20:48:45.000Z,"Rutuja Mishra
@MishraRutuja
·
Jul 27, 2021WY Stock Price | Weyerhaeuser Co. Stock Quote (U.S.: NYSE) | MarketWatch https://daily2dailynews.com/wy-stock-price-weyerhaeuser-co-stock-quote-u-s-nyse-marketwatch/…",,,
Daily 2 Daily News,@Daily2DailyNews,2021-07-27T20:48:41.000Z,"Daily 2 Daily News
@Daily2DailyNews
·
Jul 27, 2021WY Stock Price | Weyerhaeuser Co. Stock Quote (U.S.: NYSE) | MarketWatch https://daily2dailynews.com/wy-stock-price-weyerhaeuser-co-stock-quote-u-s-nyse-marketwatch/…",,,
LOBBYINGDATA.COM,@lobbyingdata,2021-07-17T03:07:49.000Z,"LOBBYINGDATA.COM
@lobbyingdata
·
Jul 17, 2021Top Lobbying Contracts from 2021-07-15: 2nd Quarter Lobbying Report Submissions. 
 1. E. I. Du Pont De Nemours And Company (Fka Corteva, Inc.) 
 2. Eastman Chemical Company 
 3. Federation Of American Hospitals 
 4. Military Officers Association Of America 
 5. Weyerhaeuser Co...",,,
Lipper Leaders - Refinitiv,@LipperLeaders,2021-07-13T16:45:11.000Z,"Lipper Leaders - Refinitiv
@LipperLeaders
·
Jul 13, 2021#StarMine #FTSE #Russell1000 picks for positive #PredictedSurprise 21Q2: Dow Inc (DOW.N) Union Pacific Corp (UNP.N), O’Reilly Automotive Inc (ORLY.N) Tempur Sealy International Inc (TPX.N) and Weyerhaeuser Co (WY.N). https://refini.tv/2UvWQtQ #earningsinsight 
@TDhillon33",,,
Lipper Alpha Insight - Refinitiv,@Lipper_Alpha,2021-07-13T14:20:07.000Z,"Lipper Alpha Insight - Refinitiv
@Lipper_Alpha
·
Jul 13, 2021#StarMine #FTSE #Russell1000 picks for positive #PredictedSurprise 21Q2: Dow Inc (DOW.N) Union Pacific Corp (UNP.N), O’Reilly Automotive Inc (ORLY.N) Tempur Sealy International Inc (TPX.N) and Weyerhaeuser Co (WY.N). https://refini.tv/2UvWQtQ #earningsinsight 
@TDhillon33",,7,
Josh Beckerman,@BeckermanJosh,2021-07-08T18:00:57.000Z,"Josh Beckerman
@BeckermanJosh
·
Jul 8, 2021When writing a headline about Weyerhaeuser Co. amending an installment note agreement with MeadWestvaco Timber Note Holding Company II, LLC, Taylor Swift's ""Style"" is an unexpectedly strong accompaniment. (I don't think this counts as a trade secret).",,,
stocksoftheday,@stocksoftheday1,2021-07-07T21:30:56.000Z,"stocksoftheday
@stocksoftheday1
·
Jul 7, 2021$WY Weyerhaeuser Co is shooting through the roof with a +2.56% increase today!",,,
SEC.report,@EdgarInsider,2021-07-07T21:01:48.000Z,"SEC.report
@EdgarInsider
·
Jul 7, 2021A Form 8-K [Press/News Current Report] filing has been made with the SEC:  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-035999/…",,,
Peter Went,@HedgeFundRisk,2021-06-28T12:35:21.000Z,"Peter Went
@HedgeFundRisk
·
Jun 28, 2021Is Weyerhaeuser Co. (WY) A Good Stock To Buy? - Yahoo Finance http://dlvr.it/S2cj9q",,,
AJ Blackston - Financial IT Solutions Consultant,@AJBlackston,2021-06-25T00:38:42.000Z,"AJ Blackston - Financial IT Solutions Consultant
@AJBlackston
·
Jun 25, 2021WEYERHAEUSER CO (0000106535) (Filer) https://sec.gov/Archives/edgar/data/106535/000156459021034321/0001564590-21-034321-index.htm…  #SecuritiesExchangeCommission #SEC #FinancialFilings #InvestorAlerts #AdminstrativeProceedings #Suspensions #ProposedRules #PressReleases #Speeches #CorporateFinance #InvestmentManagers",,,
SEC.report,@EdgarInsider,2021-06-24T21:20:45.000Z,"SEC.report
@EdgarInsider
·
Jun 24, 2021Filing Alert, FORM 8-K [Press/News Current Report] available.  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-034321/…",,,
dividendc2,@dividendc2,2021-06-14T22:08:06.000Z,"dividendc2
@dividendc2
·
Jun 15, 2021Replying to 
@foso_defensivo",,,6
Nareit,@REITs_Nareit,2021-06-10T02:35:02.000Z,"Nareit
@REITs_Nareit
·
Jun 10, 2021Weyerhaeuser Co. expects that strong demand for wood products could persist over the next decade - https://bloom.bg/3wlXNmk",,4,4
SEC.report,@EdgarInsider,2021-06-01T20:42:02.000Z,"SEC.report
@EdgarInsider
·
Jun 1, 2021A Form 8-K [Press/News Current Report] filing has been made with the SEC:  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-031189/…",,,
Money & Markets,@TheMoneyMarkets,2021-05-26T21:01:01.000Z,"Money & Markets
@TheMoneyMarkets
·
May 26, 2021The #inflation situation and surging construction demand make Weyerhaeuser Co. (NYSE: $WY) is a #dividend #stock to buy.",,1,
Alex㋡,@_potionseller_,2021-05-21T06:19:28.000Z,"Alex㋡
@_potionseller_
·
May 21, 2021Oh ok I was just looking at old pics and it is the same place. Does weyerhaeuser/the other sand and gravel co lease the land then? I didnt know this was tribal land and don't think a lot of people do that go there. Or was there a recent change in the land there?",1,,
AJ Blackston - Financial IT Solutions Consultant,@AJBlackston,2021-05-19T02:05:43.000Z,"AJ Blackston - Financial IT Solutions Consultant
@AJBlackston
·
May 19, 2021WEYERHAEUSER CO (0000106535) (Filer) https://sec.gov/Archives/edgar/data/106535/000156459021028721/0001564590-21-028721-index.htm…  #SecuritiesExchangeCommission #SEC #FinancialFilings #InvestorAlerts #AdminstrativeProceedings #Suspensions #ProposedRules #PressReleases #Speeches #CorporateFinance #InvestmentManagers",,,
SEC.report,@EdgarInsider,2021-05-18T20:40:14.000Z,"SEC.report
@EdgarInsider
·
May 18, 2021Alert [Press/News Current Report] / Form 8-K filed with the SEC  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-028721/…",,,
Rama Chari TBRC,@ramacharitbrc,2021-05-18T09:59:53.000Z,"Rama Chari TBRC
@ramacharitbrc
·
May 18, 2021The major players covered in the Manufactured Wood Materials Market are Georgia-Pacific, Weyerhaeuser, Boise Cascade, West Fraser Timber Co Ltd, Universal Forest Products...  @ @ https://bit.ly/3op6WYe

#ReconstitutedWood #Plywood #VeneerSheets #Beech #Oak",,,
LostDogsofWisconsin,@LostDogsofWisc,2021-05-11T18:37:01.000Z,"LostDogsofWisconsin
@LostDogsofWisc
·
May 11, 2021FOUND DOG Unknown 05-10-2021! #Rusk Co., #Weyerhaeuser (U.S. 8, Weyerhaeuser), WI 54895. Unknown/ Female *** Pit Bull Terrier *** Brown / White/ Young/ Small/Found this sweetie wandering around town with my pooch late last night, about 10:30 or so. Conta… https://ift.tt/2vNchAj",,,
Stock Sharks,@stocksharks_,2021-05-06T00:54:22.000Z,"Stock Sharks
@stocksharks_
·
May 6, 2021Replying to 
@stocksharks_",,,
Alice,@cat_1012000,2021-05-05T00:22:26.000Z,"Alice
@cat_1012000
·
May 5, 2021Replying to 
@VeBo1991
 and 
@Sassy_Jeanie",2,12,11
Tomas Marquez,@TomasMa16498730,2021-05-04T15:17:21.000Z,"Tomas Marquez
@TomasMa16498730
·
May 4, 2021The lumber industry is controlled by just a handful of firms, including Weyerhaeuser Co., Georgia-Pacific LLC, West Fraser Timber Co., Ltd., among others, which makes it easier for capacity to be controlled by the elites. https://youtu.be/iY3zjaeof8w",,,
URSTRULY,@Lpac2017,2021-05-04T12:11:24.000Z,"URSTRULY
@Lpac2017
·
May 4, 2021“In terms of output, the lumber industry is controlled by just a handful of firms, including Weyerhaeuser Co., Georgia-Pacific LLC, West Fraser Timber Co., Ltd., among others, which makes it easier for capacity to be controlled.”",,,
Jarvis-Alerts,@Jarvis_Alerts,2021-05-04T12:00:26.000Z,"Jarvis-Alerts
@Jarvis_Alerts
·
May 4, 2021$WY [Weyerhaeuser]: Stephens & Co. Downgrades Overweight --> Equal-Weight Announces Price Target $35",,,
Quant Data,@QuantData,2021-05-03T11:59:43.000Z,"Quant Data
@QuantData
·
May 3, 2021Stephens & Co. Downgrades Weyerhaeuser to Equal-Weight, Announces $35 Price Target

Related Tickers: $WY
Read more at: https://quantdata.us/news/20912113",,,
Investor News,@newsfilterio,2021-05-03T11:44:48.000Z,"Investor News
@newsfilterio
·
May 3, 2021$WY Stephens & Co. analyst Mark Connelly downgrades Weyerhaeuser from Overweight to Equal-Weight and announces $35 price target.",,,
SEC.report,@EdgarInsider,2021-04-30T20:20:37.000Z,"SEC.report
@EdgarInsider
·
Apr 30, 2021Filing for 10-Q [Quarterly Report] has been made with the SEC:  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-022533/…",,,
AJ Blackston - Financial IT Solutions Consultant,@AJBlackston,2021-04-30T13:20:24.000Z,"AJ Blackston - Financial IT Solutions Consultant
@AJBlackston
·
Apr 30, 2021WEYERHAEUSER CO (0000106535) (Filer) https://sec.gov/Archives/edgar/data/106535/000156459021022161/0001564590-21-022161-index.htm…  #SecuritiesExchangeCommission #SEC #FinancialFilings #InvestorAlerts #AdminstrativeProceedings #Suspensions #ProposedRules #PressReleases #Speeches #CorporateFinance #InvestmentManagers",,,
SEC.report,@EdgarInsider,2021-04-30T10:28:40.000Z,"SEC.report
@EdgarInsider
·
Apr 30, 2021FORM 8-K [Press/News Current Report] recently SEC filed.  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-022161/…",,,1
Kwhen Finance,@kwhenfinance,2021-04-28T08:52:01.000Z,"Kwhen Finance
@kwhenfinance
·
Apr 28, 2021Weyerhaeuser Co. Shares Approach 52-Week High - Market Mover https://ayr.app/l/DoXx $WY #stockmarket #kwhenfinance",,,
Rader Ward Foundation,@RaderWardFound,2021-04-15T19:42:53.000Z,"Rader Ward Foundation
@RaderWardFound
·
Apr 15, 2021For 
@UNESCO
/
@USA_IAA
’s #WorldArtDay, here’s my favorite painting by my mom: acrylic on canvas, No. 4 paper machine at 
@Weyerhaeuser
 paper co. in #PlymouthNC, 1994. World Art Day celebrates the fine arts and promotes awareness of creative activity worldwide. Let’s make some art!",,,1
Kwhen Finance,@kwhenfinance,2021-04-13T00:56:20.000Z,"Kwhen Finance
@kwhenfinance
·
Apr 13, 2021Weyerhaeuser Co. Shares Approach 52-Week High - Market Mover https://ayr.app/l/XsXw $WY #stockmarket #kwhenfinance",,,
Kelsey Krippaehne,@krippopotamus,2021-04-12T23:19:45.000Z,"Kelsey Krippaehne
@krippopotamus
·
Apr 13, 2021Replying to 
@gojirama",1,,1
Kwhen Finance,@kwhenfinance,2021-04-11T13:42:03.000Z,"Kwhen Finance
@kwhenfinance
·
Apr 11, 2021Weyerhaeuser Co. Shares Close in on 52-Week High - Market Mover https://ayr.app/l/fT1X $WY #stockmarket #kwhenfinance",,,
Pablo Antonio,@pablo_antoniov,2021-04-10T19:28:04.000Z,"Pablo Antonio
@pablo_antoniov
·
Apr 10, 2021$WY = Weyerhaeuser Co.

Timber REIT owns/controls 25M acres US + Canada",,1,
Phil Garcia,@PhilGoBuilder,2021-03-30T20:18:32.000Z,"Phil Garcia
@PhilGoBuilder
·
Mar 30, 2021Weyerhaeuser Co Acquires Southwest Alabama Timberlands http://dlvr.it/RwhPNG News 
@BuildRadicals",,,
Chris Gordon,@ChrisGBuilder,2021-03-30T20:05:32.000Z,"Chris Gordon
@ChrisGBuilder
·
Mar 30, 2021Weyerhaeuser Co Acquires Southwest Alabama Timberlands http://dlvr.it/RwhMlG RT 
@BuildRadicals",,,
Build Radicals,@BuildRadicals,2021-03-30T17:29:32.000Z,"Build Radicals
@BuildRadicals
·
Mar 30, 2021#LatestNews #Alabamatimberlands Weyerhaeuser Co Acquires Southwest Alabama Timberlands http://dlvr.it/RwgyMy 
@BuildRadicals",,3,
WILD SAGES RECORDS,@WildSagesLabel,2021-03-25T23:15:34.000Z,"WILD SAGES RECORDS
@WildSagesLabel
·
Mar 26, 2021Weyerhaeuser Corporation, Kimberly-Clark Co., Svenska Cellulosa Aktiebolaget are the largest paper business to the world while 20 years of Hemp Paper ecology requests that trees be left out of Industry & instead allow Hemp Paper to reign.

Kentucky & Tennessee lead U.S. Hemp!",,,2
SEC.report,@EdgarInsider,2021-03-01T11:26:13.000Z,"SEC.report
@EdgarInsider
·
Mar 1, 2021Filing Alert, FORM 8-K [Press/News Current Report] available.  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-009593/…",,,
Alfie Lau,@AlfieLau,2021-02-22T17:40:07.000Z,"Alfie Lau
@AlfieLau
·
Feb 22, 2021Replying to 
@AlfieLau",1,,
pdjmoo,@pdjmoo,2021-02-18T00:50:31.000Z,"pdjmoo
@pdjmoo
·
Feb 18, 2021 This Land is Whose Land? 
Timber giant Weyerhaeuser Co.  selling all 630,000 acres of its remaining Montana #Forests to private investment company for $145 million in cash, sending shockwaves across the region bracing for the worst-case scenario.
https://flatheadbeacon.com/2021/02/16/this-land-is-whose-land/…",,1,3
Sarah Vogelsong,@SarahVogelsong,2021-02-12T16:38:05.000Z,"Sarah Vogelsong
@SarahVogelsong
·
Feb 12, 2021Replying to 
@SarahVogelsong",1,1,1
Kianna Gardner,@KiaGardner,2021-02-10T01:08:18.000Z,"Kianna Gardner
@KiaGardner
·
Feb 10, 2021The real estate investment co. that purchased 630k acres from Weyerhaeuser in 2020 just sold 130k acres to a billionaire couple from Texas. The husband said it’s a family “legacy property” and that they wanted a parcel with “zero ambient noise” #mtnews 

https://dailyinterlake.com/news/2021/feb/09/southern-pine-sells-130-acre-tract-wealthy-texas-c/…",1,6,4
Sustainable Forestry Initiative,@sfiprogram,2021-02-08T20:50:03.000Z,"Sustainable Forestry Initiative
@sfiprogram
·
Feb 8, 2021SFI and #conservation partners are doing great work for #ForestScience!
 
Congratulations to #NCASI, 
@Weyerhaeuser
, and our own @sleep_darren on the recent publication of ""Potential Recolonization Benefits of Retention Forestry Practices."" 

https://academic.oup.com/forestscience/advance-article-abstract/doi/10.1093/forsci/fxaa054/6104710…",,4,11
Bruna Bins,@eubrunabins,2021-02-02T13:28:09.000Z,"Bruna Bins
@eubrunabins
·
Feb 2, 2021Replying to 
@eubrunabins",1,,2
AlphaStreet Intelligence,@_ASAI,2021-01-30T08:33:29.000Z,"AlphaStreet Intelligence
@_ASAI
·
Jan 30, 2021WY Stock | Weyerhaeuser Co Q4 2020 Earnings Call

https://youtu.be/cRconD_QYIg",,,
Profe Edgar,@islasmalvinas01,2021-01-29T21:26:05.000Z,"Profe Edgar
@islasmalvinas01
·
Jan 29, 2021Weyerhaeuser Co (WY) Q4 2020 Earnings Call Transcript https://espacioteca.com/2021/01/29/weyerhaeuser-co-wy-q4-2020-earnings-call-transcript/…",,,
Seeking Alpha,@SeekingAlpha,2021-01-29T19:14:06.000Z,"Seeking Alpha
@SeekingAlpha
·
Jan 29, 2021$WY - Weyerhaeuser Co (WY) CEO Devin Stockfish on Q4 2020 Results - Earnings Call Transcript. https://seekingalpha.com/article/4402074-weyerhaeuser-co-wy-ceo-devin-stockfish-on-q4-2020-results-earnings-call-transcript?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #business #finance #economy",,,
I AM TRUE PATRIOT,@IamTruePatriot,2021-01-29T13:50:05.000Z,"I AM TRUE PATRIOT
@IamTruePatriot
·
Jan 29, 2021Will earnings report, end it's winning streak? Weyerhaeuser (NYSE:WY) - https://stockmarketdaily.co/2021/01/29/weyerhaeuser-will-earnings-report-end-its-winning-streak/…",,,
SEC.report,@EdgarInsider,2021-01-29T11:17:00.000Z,"SEC.report
@EdgarInsider
·
Jan 29, 2021SEC Form 8-K [Press/News Current Report] filed by  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-003176/…",,,
Profe Edgar,@islasmalvinas01,2021-01-29T09:26:50.000Z,"Profe Edgar
@islasmalvinas01
·
Jan 29, 2021Weyerhaeuser Co Q4 adjusted earnings Beat Estimates https://espacioteca.com/2021/01/29/weyerhaeuser-co-q4-adjusted-earnings-beat-estimates/…",,,
Earnings Alley,@EarningsAlley,2021-01-28T21:00:30.000Z,"Earnings Alley
@EarningsAlley
·
Jan 28, 2021Replying to 
@EarningsAlley",1,,
Market.us,@EMResearch_Us,2021-01-27T09:40:12.000Z,"Market.us
@EMResearch_Us
·
Jan 27, 2021Wereldwijd Bereik Toekomstige Trends Op De Markt Voor Dokvloeren In De Chemie- En Materiaalsector 2021 | UPM-Kymmene Corporation, Weyerhaeuser Company, West Fraser Timber Co http://vandaag24.news.blog/2021/01/27/wereldwijd-bereik-toekomstige-trends-op-de-markt-voor-dokvloeren-in-de-chemie-en-materiaalsector-2021-upm-kymmene-corporation-weyerhaeuser-company-west-fraser-timber-co/…",,,
AJ Blackston - Financial IT Solutions Consultant,@AJBlackston,2021-01-26T23:00:17.000Z,"AJ Blackston - Financial IT Solutions Consultant
@AJBlackston
·
Jan 27, 2021WEYERHAEUSER CO (0000106535) (Filer) https://sec.gov/Archives/edgar/data/106535/000156459021002357/0001564590-21-002357-index.htm…  #SecuritiesExchangeCommission #SEC #FinancialFilings #InvestorAlerts #AdminstrativeProceedings #Suspensions #ProposedRules #PressReleases #Speeches #CorporateFinance #InvestmentManagers",,,
SEC.report,@EdgarInsider,2021-01-26T21:48:10.000Z,"SEC.report
@EdgarInsider
·
Jan 26, 2021A Form 8-K [Press/News Current Report] filing has been made with the SEC:  $WY $WY.WD WEYERHAEUSER CO  https://sec.report/Document/0001564590-21-002357/…",,,
