User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
OxSustainableMetalStructLab,OxfordStructEng,2022-11-21 19:17:17+00:00,nov 21 2022replying to theb1m and storaenso,0.0,0.0,0,Bullish,neutral
The B1M,TheB1M,2022-11-21 17:16:00+00:00,nov 21 2022this mass timber building kit developed by storaenso could be the future of construction ad construction timberconstruction engineering architecture mmc,1.0,20.0,30,Bullish,neutral
LinkeWire News,linkewire,2022-11-21 15:04:25+00:00,nov 21 2022unfinished paper market high growth segments and their share forecasts nippon paper international paper stora enso,0.0,0.0,0,Bullish,neutral
KSE Institute,KSE_Institute,2022-11-21 12:39:08+00:00,nov 21 2022replying to kse institute,0.0,1.0,2,Bullish,neutral
CVMarket.lv,cv_market,2022-11-21 11:43:17+00:00,nov 21 2022 kvalit tes speci lista es vakance iepakojuma ra o anas uz mum stora enso packaging sia darb tev b s nepiecie ams zin anas par iso 9001 iso 2200 un haccp alga 1500 bruto uzzin t vair k un pieteikties,0.0,0.0,0,Bullish,neutral
Houtwereld,Houtwereld,2022-11-21 11:01:41+00:00,nov 21 2022 storaenso bos hout bosbouw,0.0,0.0,2,Bullish,neutral
Climate Leadership Coalition,CLC_fi,2022-11-21 10:40:41+00:00,nov 21 2022two new members appointed to the clc board nathalie ahlstr m ceo fiskarsgroup and tiina alahuhta kasko ceo marimekkoglobal annettestube head of sustainability storaenso chosen as new vice member warm welcome to the clc network,0.0,1.0,6,Bullish,neutral
Venkat,RVN_73,2022-11-21 03:10:21+00:00,nov 21 2022our first cybertalks event brought together seven forward looking companies draegernews konecorporation outokumpu sandvikgroup storaenso valmetglobal w rtsil to explore the cybersecurity landscape cyberresiliance digitalisation,0.0,1.0,0,Bearish,neutral
Ilkka Tomperi,ITomperi,2022-11-20 20:22:39+00:00,nov 20 2022stora enso alkaa kehitt puisia tuulivoimaloiden roottorilapoja saksalaisen yhteisty kumppanin kanssa tuulivoima puu,0.0,0.0,1,Bullish,neutral
metacode,metacode,2022-11-20 16:46:00+00:00,nov 20 2022finnish wood supplier stora enso has teamed up with german start up voodin blades to develop wooden blades for wind turbines globalconreview geoeconomics timber finland germany masstimber,0.0,1.0,0,Bullish,positive
Sami Jaskari,JaskariSami,2022-11-20 16:30:19+00:00,nov 20 2022replying to tuulikas mariaohisalo and 10 others,0.0,0.0,0,Bullish,neutral
Wijkmans JP,JeanWijkmans,2022-11-20 14:15:34+00:00,nov 20 2022our first cybertalks event brought together seven forward looking companies draegernews konecorporation outokumpu sandvikgroup storaenso valmetglobal w rtsil to explore the cybersecurity landscape cyberresiliance digitalisation,0.0,0.0,0,Bearish,neutral
mick woolley,WoolleyMick,2022-11-20 11:49:37+00:00,nov 20 2022replying to dave161256 lalithramachan1 and 2 others,1.0,0.0,2,Bullish,neutral
#Cleanthinking,Cleanthinking,2022-11-20 09:44:53+00:00,nov 20 2022voodin blades und modvion kooperieren mit stora enso f r windkraftanlagen aus holz cleanthinking,0.0,0.0,0,Bearish,neutral
Christian Land-in-the-Valley~Hero-of-Stone,C_Heldenstein,2022-11-19 21:15:29+00:00,nov 19 2022replying to c heldenstein,1.0,0.0,0,Bullish,neutral
Christian Land-in-the-Valley~Hero-of-Stone,C_Heldenstein,2022-11-19 21:09:59+00:00,nov 19 2022dear luxembourg wind turbines made entirely of wood are coming did you hear that in just two years european companies have taken wooden wind turbines from prototype to commercialization finland s renewable product maker storaenso one of the largest private owners,1.0,1.0,4,Bullish,neutral
Climate Leadership Coalition,CLC_fi,2022-11-19 17:12:02+00:00,nov 19 2022replying to tuulikas and wmbtweets,0.0,0.0,0,Bearish,neutral
Juan manuel sanchez,Juanbilbo7,2022-11-19 13:53:31+00:00,nov 19 2022stora enso anuncia la adquisici n del grupo de jong packaging,0.0,0.0,0,Bullish,neutral
มักเต้ย Tech,maktoeytech,2022-11-19 04:15:41+00:00,nov 19 2022 voodin blades technology stora enso 20 maktoeytech techupdate,0.0,0.0,0,Bullish,neutral
dividenden zum Nachtisch,DzNachtisch,2022-11-18 21:28:41+00:00,nov 18 2022der letzte tag der woche lief ebenfalls ganz gut walt disney mit sl raus air liquide aufgestockt stora enso eingesammelt verizon eingesammelt und alzchem mit lv bei 18 verkauft f r f r knapp 3 wochen bei nem ek von 15 30 bin ich ganz zufrieden in diesem sinne gute n8,1.0,0.0,4,Bullish,neutral
Pulp Paper Energy News,Vesa_Pulp_Paper,2022-11-18 20:13:31+00:00,nov 18 2022lesprom stora enso appoints per lyrvall as new evp forest division,0.0,0.0,0,Bullish,neutral
Lesprom_Network,Lesprom_Network,2022-11-18 20:10:04+00:00,nov 18 2022stora enso appoints per lyrvall as new evp forest division,0.0,0.0,0,Bullish,neutral
Tuukkasotka,tuukkasotka,2022-11-18 18:46:40+00:00,nov 18 2022replying to vontuchman,0.0,0.0,1,Bullish,neutral
Päivi Laajala,PaiviLaajala,2022-11-18 17:46:34+00:00,nov 18 2022nokia stora enso ja junnikkalan saha investoivat ouluun satoja miljoonia ja palkkaavat uutta henkil kuntaa mm peltolaan keskustaan ja pian asuntomessualueelle rakennetaan uusi p poliisi ja vankila on ty nalla asemakeskus etenee kaupunki tekee 2022 ylij m hyv oulu,3.0,6.0,75,Bullish,neutral
Jaakko Linko,JaakkoLinko,2022-11-18 17:13:48+00:00,nov 18 2022tervetuloa huomenna sunilaan tehdaspalokunta my s vahvasti esill sunila storaenso,0.0,0.0,17,Bullish,neutral
Packaging Journal,packagingJ,2022-11-18 15:57:20+00:00,nov 18 2022ab dezember hat storaenso einen neuen executive vice president forest division nach 25 jahren im unternehmen geht jari suominen per lyrvall wird die position bernehmen und weiter teil der gesch ftsf hrung sein packaging verpackung,0.0,0.0,0,Bullish,neutral
Satu Härkönen,SatuHarkonen,2022-11-18 15:57:15+00:00,nov 18 2022sataman areena tapahtumakeskus kotkassa k ytt massiivipuuelementtej rungossa ja upeassa pohjoismaiden suurimmassa kaarevassa kattorakenteessa puu varastoi co2 yli 600 henkil auton vuosiajon verran storaenso srvyhtiot puurakentajat,1.0,2.0,32,Bullish,neutral
TwoSidesNorthAmerica,TwoSidesNA,2022-11-18 15:03:00+00:00,nov 18 2022a recent study commissioned by paper producer stora enso showed 65 of respondents prefer physical books to e books or audiobooks see more paperbook facts here paperfacts literacy learning,1.0,5.0,8,Bearish,neutral
#VaccCorona 24/7 #BiotechFirst,biogarage,2022-11-18 13:54:26+00:00,nov 18 2022 das 2021 gegr ndete deutsche start up voodinblades m chte rotorbl tter von windr dern aus holz herstellen zusammenarbeit mit dem finnischen holzproduzenten storaenso und modvion,0.0,1.0,0,Bearish,neutral
Cision News,CisionNews,2022-11-18 08:04:05+00:00,nov 18 2022change in stora enso s group leadership team,0.0,0.0,0,Bullish,neutral
Tuulivoima-kansalaisyhdistys TV-KY ry,TuulivoimaR,2022-11-18 07:51:27+00:00,nov 18 2022stora enso alkaa valmistaa tuulivoimalan lapoja puusta yhdess saksalaisen startup yrityksen voodin blade technologyn kanssa ne valmistetaan viilupuusta eli lvl st,1.0,0.0,0,Bullish,neutral
windfair_net,windfair_net,2022-11-18 07:15:12+00:00,nov 18 2022rotor blades made from wood windenergie storaenso partnership voodinblades turbine windfarm timber construction fibreglass carbonneutrality,0.0,0.0,0,Bullish,neutral
Kymen Sanomat,KymenSanomat,2022-11-18 06:07:03+00:00,nov 18 2022stora enso juhlii 150 vuotista taivaltaan sunilan tehtaalla j rjestet n lauantaina opastettuja bussikierroksia vierailijoille,0.0,0.0,0,Bullish,neutral
E Hämäläinen,EsaHamalainen1,2022-11-18 05:19:14+00:00,nov 18 2022replying to karipartanen4,0.0,0.0,3,Bullish,neutral
Planica Nordic,PlanicaNordic,2022-11-17 18:00:00+00:00,nov 17 2022 planica2023 will be the biggest sports event in slovenia which represents a big challenge for a small valley watch video with the head of logistics jure ajdi ek and get some useful info about visiting the venue ontheroadto2023 storaenso kranjskagora,1.0,3.0,9,Bullish,neutral
Talouselämä,talouselama,2022-11-17 17:40:25+00:00,nov 17 2022kierr tysratkaisu stora enso alkaa valmistaa puusta tuulivoimalan lapoja,0.0,1.0,6,Bearish,neutral
Juha Hanni,HanniJuha,2022-11-17 17:24:46+00:00,nov 17 2022 tervemets 4 2022 on luettavissa palvelussa 150 juhlavuoden numerossa p teemat yritt j t ja pakkaskartongit hieman kurkistetaan my s tulevaisuuteen milt n ytt mets kone v 2040 storaenso asiakaslehti,0.0,0.0,5,Bullish,neutral
Bluegrace_Energy,BluegraceEnergy,2022-11-17 14:48:20+00:00,nov 17 2022 wind turbines made entirely of wood are coming with storaenso and voodin blade technology energytransition renewables,0.0,1.0,1,Bullish,neutral
Oils & Fats,OilsandFatsInt,2022-11-17 14:03:00+00:00,nov 17 2022stora enso set to start production of bioplastics by end of year,0.0,0.0,1,Bullish,neutral
Bernt Söderberg,Be_Sod,2022-11-17 13:35:19+00:00,nov 17 2022replying to jonat5nu skogsnaring and storaenso,0.0,0.0,0,Bearish,neutral
Tiina Vuoristo,tiinavuoristo,2022-11-17 07:43:46+00:00,nov 17 2022 metsateollisuus j senet p rj siv t hienosti vuosittaisessa kest vyysraportointi kilpailussa storaenso palkittiin kokonaiskilpailun voittajana ja tornator3 voitti biodiversiteetti sarjan onnittelut molemmille kestavyysraport vastuullisiavalintoja,0.0,0.0,4,Bullish,neutral
Robot De l'Info,RDelinfo,2022-11-17 07:09:20+00:00,nov 17 2022le g ant du papier a mis onze mois payer ce qu il devait ses ex salari s il l avait promis en septembre mais vient tout juste de s ex cuter le groupe stora enso condamn en d cembre verser des indemnit s pour licenciement abusif 186 person,0.0,0.0,0,Bearish,positive
Edwy Plenel,edwyplenel,2022-11-17 07:04:15+00:00,nov 17 2022g ant du papier le groupe stora enso condamn il y a onze mois verser des indemnit s pour licenciement abusif 186 personnes a finalement pay juste avant une troisi me convocation devant le tribunal de commerce d arras dan mdpt mediapart,0.0,27.0,58,Bearish,neutral
Johanna Vainiomäki,JVmaki,2022-11-17 06:26:44+00:00,nov 17 2022kest vyysraportointi on t rke osa yritysten vastuullisuutta ja kest v liiketoimintaa onnea kestavyysraport kilpailun voitosta storaenso jo kolmannen kerran voitto kotiin onnea my s tornator3 spinnovaplc nestesuomi ja elisaoyj t rke ty t,0.0,1.0,7,Bearish,neutral
Aalto BIZ,AaltoBIZ,2022-11-17 06:24:18+00:00,nov 17 2022 kest vyysraportointi kilpailun 2022 voitti storaenso tuomaristo korosti erityisesti hyv hallintotapaa sek valmiuksia tuleviin eu n kest vyysraportointidirektiivin tuomiin raportointivaatimuksiin onnea kaikille palkituille kestavyysraport,0.0,0.0,1,Bullish,neutral
Yrjö Niskanen,YrjoNiskanen,2022-11-17 06:09:18+00:00,nov 17 2022tutustumisen arvoinen kolumni wwf mets nomistaja mtk upm storaenso metsagroup ilmastonmuutos hiilensidonta hyvin harva tiennee ett vuosittain avohakkuilta rauhassa on yli 99 metsist mme ja kaikilta hakkuilta rauhassa noin 96 metsist mme,0.0,0.0,2,Bearish,neutral
Wärtsilä Corporation,wartsilacorp,2022-11-17 03:00:17+00:00,nov 17 2022our first cybertalks event brought together seven forward looking companies draegernews konecorporation outokumpu sandvikgroup storaenso valmetglobal w rtsil to explore the cybersecurity landscape read on cyberresilience cyber,0.0,0.0,3,Bearish,neutral
Lillier Jean Claude,JeanLillier,2022-11-16 22:09:47+00:00,nov 16 2022replying to jeanlillier,0.0,1.0,1,Bullish,neutral
Lillier Jean Claude,JeanLillier,2022-11-16 22:09:20+00:00,nov 16 2022le g ant du papier a mis onze mois payer ce qu il devait ses ex salari s mediapart il l avait promis en septembre mais vient tout juste de s ex cuter le groupe stora enso condamn en d cembre verser des indemnit s,1.0,1.0,2,Bullish,neutral
Embedded House,embedded_house,2022-11-16 21:43:10+00:00,nov 16 2022wind turbines made entirely of wood are coming in just two years northern european companies have taken wooden wind turbines from prototype to commercialization now finnish renewable product maker stora enso one of the largest technews ev tesla,1.0,2.0,2,Bullish,neutral
Juha Hanni,HanniJuha,2022-11-16 18:16:55+00:00,nov 16 2022t n n juhlistettiin 16 11 1872 alkanutta storaenso n suomen 150 vuotista taivalta yhdess mets alan yritt jien kanssa puunhankinnassa yritt j t ja heid n ammattilaiset ovat olleet mukana viimeiset 50 vuotta ja nyky n keskeisess osassa toimintaa,2.0,6.0,27,Bullish,neutral
lavoixdunord arras,voixdunordarras,2022-11-16 17:51:34+00:00,nov 16 2022stora enso aurait enfin r gl les indemnit s dues ses ex salari s de corbehem et brebi res,0.0,1.0,0,Bullish,neutral
Stora Enso,storaenso,2022-11-16 17:25:42+00:00,nov 16 2022we are proud to join leaders from wbcsd s forest solutions group in our commitment to accelerate the transition towards a nature positive future find out more in the forest sector naturepositive roadmap phase i cop27 workingforests bioeconomy,0.0,0.0,9,Bearish,neutral
Tim Linka,TimRuhr,2022-11-16 17:24:49+00:00,nov 16 2022stora enso is trying out new products that are partnering with startups to pilot rotor blades and towers for wind turbines made from wood and their lignin based anode material is about to enter the mass production phase,1.0,0.0,2,Bearish,positive
Kjell Prytz,jonat5nu,2022-11-16 17:20:09+00:00,nov 16 2022replying to skogsnaring and storaenso,1.0,0.0,0,Bullish,neutral
Global Print Monitor,G_PrintMonitor,2022-11-16 16:05:34+00:00,nov 16 2022stora enso forms partnership with voodin blades to develop sustainable wind turbine blades from wood,0.0,1.0,1,Bullish,positive
Global Print Monitor,G_PrintMonitor,2022-11-16 15:53:04+00:00,nov 16 2022stora enso startet partnerschaft mit voodin blades um nachhaltige rotorbl tter aus holz f r windenergieanlagen zu entwickeln,0.0,1.0,0,Bearish,neutral
Vastuullisuusuutiset,Vastuullisuus,2022-11-16 15:50:43+00:00,nov 16 2022stora enso alkaa kehitt puisia tuulivoimaloiden roottorilapoja saksalaisen yhteisty kumppanin kanssa tuulivoima ymp rist vastuullisuus,0.0,1.0,0,Bullish,neutral
Satu Härkönen,SatuHarkonen,2022-11-16 15:21:00+00:00,nov 16 2022wohoo hyv me ja muut palkitut storaenso vastuullisuus,0.0,4.0,20,Bullish,neutral
Kestävyysraportointikilpailu,Kestavyysraport,2022-11-16 15:18:21+00:00,nov 16 2022vuoden 2022 kest vyysraportointi kilpailun voittajat siis ovat kokonaiskilpailun voitto storaenso ilmastonmuutos sarja elisaoyj biodiversiteetti sarja tornator3 ihmisoikeudet sarja nestesuomi pk yritys sarja spinnovaplc l mpim t onnittelut voittajille,0.0,10.0,38,Bullish,neutral
Marcus Westermark,CallMarcus,2022-11-16 10:33:01+00:00,nov 16 2022stora enso partners with voodin blades to develop sustainable wind turbine blades from wood,0.0,0.0,0,Bullish,positive
Energy Voice,EnergyVoiceNews,2022-11-16 10:26:14+00:00,nov 16 2022wooden turbine blades could crack wind industry s sustainability dilemma storaenso,0.0,0.0,0,Bullish,negative
Nature4Climate,Nature4Climate,2022-11-16 09:59:01+00:00,nov 16 2022replying to nature4climate,0.0,2.0,0,Bullish,neutral
WBCSD,wbcsd,2022-11-16 09:34:37+00:00,nov 16 2022replying to wbcsd,1.0,0.0,1,Bullish,neutral
The Carbon Trust,thecarbontrust,2022-11-16 09:33:18+00:00,nov 16 2022our associate director for europe pauline op de beeck is currently speaking in the buildings pavilion on mobilising ambition loops to decarbonise the built environment with panellists from velux riba worldgbc storaenso popsustain,0.0,1.0,6,Bullish,neutral
Skogsforum.se,skogsforum,2022-11-16 09:28:34+00:00,nov 16 2022 skogsnyheter skogsnyheter turbinblad i tr till vindkraft fr n stora enso,0.0,0.0,0,Bearish,neutral
Nature4Climate,Nature4Climate,2022-11-16 09:22:33+00:00,nov 16 2022how can businesses accelerate naturepositive transformative action across value chains great to hear examples of transformative solutions from op2b oneplanet gavinedwardswwf storaenso nachilala owen bethell a thread cop27 naturepositive,1.0,1.0,2,Bullish,neutral
CV.lv darba sludinājumi,cvlv,2022-11-16 09:15:54+00:00,nov 16 2022stora enso latvija is looking for a environmental and energy manager if you have at least 5 years of practical experience as well as degree in energy engineering preferably combined with environmental engineering apply here,0.0,0.0,0,Bullish,neutral
Le Commerce du Bois,commercedubois,2022-11-16 09:10:11+00:00,nov 16 2022stora enso membre de lcb lance un nouveau produit sylva by stora enso et investit 79 millions d euros dans un site de production de bois lamell crois clt d rec en r publique tch que,0.0,0.0,0,Bullish,neutral
Green Campus Open,GreenCampusOpe1,2022-11-16 09:02:38+00:00,nov 16 2022t h n ongelmaan on kaivattukin ratkaisua stora enso alkaa valmistaa puusta tuulivoimalan lapoja,0.0,0.0,0,Bullish,neutral
"СРО Ассоциация ""Лига переработчиков макулатуры""",ligapmru,2022-11-16 07:48:23+00:00,nov 16 2022 stora enso voodin blade technology gmbh,0.0,0.0,0,Bullish,neutral
Pulp Paper Energy News,Vesa_Pulp_Paper,2022-11-15 22:03:51+00:00,nov 15 2022lesprom stora enso partners with voodin blades to develop wind turbine blades from wood,0.0,0.0,0,Bullish,positive
Peter MacDonald,BlackIslePMD,2022-11-15 22:00:50+00:00,nov 15 2022replying to blackislepmd andyh engineer and 2 others,0.0,0.0,0,Bullish,neutral
Peter MacDonald,BlackIslePMD,2022-11-15 22:00:12+00:00,nov 15 2022replying to andyh engineer renews and storaenso,1.0,0.0,0,Bullish,neutral
Andy Hall,AndyH_Engineer,2022-11-15 21:56:32+00:00,nov 15 2022replying to renews and storaenso,1.0,0.0,2,Bullish,neutral
Lesprom_Network,Lesprom_Network,2022-11-15 20:59:21+00:00,nov 15 2022stora enso partners with voodin blades to develop wind turbine blades from wood,0.0,3.0,5,Bullish,positive
Harri,harri_jantunen,2022-11-15 19:50:38+00:00,nov 15 2022replying to kavma6 santerivuori and ullakaukola,1.0,0.0,0,Bullish,neutral
Janne Koskelainen,jannekos,2022-11-15 19:45:49+00:00,nov 15 2022puusta on moneksi stora enso alkaa kehitt puisia tuulivoimaloiden roottorilapoja saksalaisen yhteisty kumppanin kanssa,0.0,0.0,3,Bullish,neutral
Mats Åke,Matske9,2022-11-15 19:37:05+00:00,nov 15 2022 stora enso och voodin blades startar upp ett sammarbete bra,0.0,0.0,1,Bullish,neutral
EURBAN Limited,EURBANLimited,2022-11-15 18:17:06+00:00,nov 15 2022hannes voss eurbanlimited senior project manager attended the topping out at hope street a pioneering residential community for women and their children designed by snugarchitects for one small thing ostcharity all clt designed supplied installed by eurban storaenso,0.0,1.0,3,Bullish,neutral
The Engineer,TheEngineerUK,2022-11-15 18:15:56+00:00,nov 15 2022stora enso and voodin blade technology gmbh have signed a partnership agreement to develop sustainable wind turbine blades from wood storaenso,0.0,0.0,0,Bullish,positive
Jakob Donner-Amnell,AmnellJakob,2022-11-15 15:47:21+00:00,nov 15 2022replying to sakaritikka,0.0,0.0,1,Bullish,neutral
Green Eyes,GreenEyesFilm,2022-11-15 15:19:01+00:00,nov 15 2022 storaenso have discovered that by replacing the fossil based graphite that is normally used in batteries with transformed lignin an organic polymer which can be found in trees electricvehicles can be charged faster and more environmentallypositive,0.0,0.0,0,Bullish,neutral
Simo Eskelinen,iiswood,2022-11-15 15:00:35+00:00,nov 15 2022replying to iiswood ilmastosankari and 3 others,1.0,0.0,3,Bullish,neutral
Windtech_Intl,Windtech_Intl,2022-11-15 14:10:44+00:00,nov 15 2022 storaenso and voodinblades to develop windturbine blades from wood,0.0,0.0,0,Bullish,neutral
EIN Presswire: Wind Energy Newswire,EINWindEnergy,2022-11-15 14:01:22+00:00,nov 15 2022stora enso partners with voodin blades to develop sustainable wind turbine blades from wood,0.0,0.0,0,Bullish,positive
Loimun työpaikat,loimutyopaikat,2022-11-15 10:37:02+00:00,nov 15 2022master planning specialist job alternation leave cover inkeroinen stora enso kouvola,0.0,0.0,0,Bearish,neutral
Energy Global,Energy_Global,2022-11-15 10:17:52+00:00,nov 15 2022 storaenso partners with voodin blades to develop sustainable wind turbine blades from wood,0.0,0.0,0,Bullish,positive
Cision News,CisionNews,2022-11-15 10:08:11+00:00,nov 15 2022stora enso shares converted,0.0,0.0,0,Bullish,neutral
Cision News,CisionNews,2022-11-15 10:03:04+00:00,nov 15 2022konvertering av stora enso aktier,0.0,0.0,0,Bullish,neutral
Insinööri-lehti,insinoorilehti,2022-11-15 08:28:23+00:00,nov 15 2022stora enso tarjoaa puutuotettaan tuulivoima puolelle lapojen ei tarvitse joutua sekaj tteeseen koska ne voidaan valmistaa puusta,0.0,0.0,1,Bullish,neutral
BIOVOICES,biovoices,2022-11-15 08:00:00+00:00,nov 15 2022 stora enso launched a wood building kit to meet the demand for sustainable construction solutions the solution enables faster construction reduced costs more efficient use of raw material and fewer emissions than concrete or steel,0.0,0.0,3,Bearish,positive
Golden Casino News,GoldenCasinoNws,2022-11-15 07:57:47+00:00,nov 15 2022stora enso forms partnership with voodin blades to develop sustainable wind turbine blades from wood,0.0,0.0,0,Bullish,positive
Lesprom_Network_Russia,LespromNetworkR,2022-11-15 07:33:55+00:00,nov 15 2022stora enso voodin blades lvl,0.0,0.0,0,Bullish,neutral
Tomi Lahti,zijoittaja,2022-11-15 07:12:14+00:00,nov 15 2022 storaenso lapa j h n ja nimi lehteen tai ainakin t h n twiittiin puusta valmistettujen tuuliturbiinien lapojen kehitt miseksi,1.0,0.0,24,Bullish,neutral
Cision News,CisionNews,2022-11-15 07:06:41+00:00,nov 15 2022stora enso ing r samarbete med voodin blades f r att utveckla milj m ssigt h llbara vindturbinblad i tr,0.0,0.0,0,Bullish,neutral
Pekka Rahko,pekkarahko,2022-11-15 07:06:29+00:00,nov 15 2022stora enso alkaa kehitt tuuliturbiinien lapoja puusta saksalaisen voodin bladesin kanssa 20 metriset lavat asennettavaksi 0 5 megawatin turbiiniin ovat jo tuotannossa ja 80 metrisi lapoja suunnitellaan,1.0,3.0,19,Bullish,neutral
CisionNews Finland,CisionNews_fi,2022-11-15 07:06:09+00:00,nov 15 2022stora enso alkaa kehitt tuuliturbiinien lapoja puusta yhdess voodin bladesin kanssa,0.0,0.0,0,Bullish,neutral
PG Paper,PGpaperLtd,2022-11-14 19:00:46+00:00,nov 14 2022researchers at finnish forestry company storaenso have discovered a new type of wood based battery which could power electric this innovative sustainable solution has the potential to reduce the charge time of electric cars dramatically learn more,0.0,0.0,0,Bullish,positive
Satu Härkönen,SatuHarkonen,2022-11-14 18:33:33+00:00,nov 14 2022replying to anakkalaj and storaenso,0.0,0.0,1,Bullish,neutral
Robert Ellmén @rybertus.bsky.social,Robert Ellmén rybertus.bsky.social,2022-11-14 09:12:34+00:00,nov 14 2022ongelmahan suomessa ei ole liian korkeat verot kun jopa suuria tuloksia takova mets yhti stora enso p see maksamatta sentti k n vero yhteis vero ep tasaarvo,0.0,3.0,5,Bullish,neutral
NWT,nwtse,2022-11-14 08:50:32+00:00,nov 14 2022nya bost der p dingelsundet oroar stora enso,0.0,0.0,1,Bearish,neutral
Jari P. Tuovinen #mielensähyvittäjä,jaript,2022-11-14 08:33:26+00:00,nov 14 2022 elinvoimaapohjoiseen kun mets teollisuus ry n kanssa j rjestettiin kest v kasvua mets st tapahtuma uusiutuvalla stora enso kartonkitehtaalle oulussa mielens hyvitt j oulun kauppakamari oulu chamber of commerce,1.0,1.0,7,Bullish,neutral
Eva Marcusdotter,evamarcus,2022-11-14 08:30:03+00:00,nov 14 2022replying to storaenso,0.0,0.0,0,Bullish,neutral
paper-world.com,birkner_paper,2022-11-14 08:14:16+00:00,nov 14 2022modernisierung der holzverarbeitung bei stora enso imatra mills ist abgeschlossen der wasserverbrauch wird um 85 prozent sinken,0.0,0.0,0,Bearish,neutral
Jan-Olof,janolofolsson,2022-11-14 08:07:55+00:00,nov 14 2022stora enso riktar h rd kritik mot karlstads kommun i samr det f r den nya detaljplanen f r norra dingelsundet f retaget ser risker med etablering av nya bost der n ra b de kraftledningsgatan som leder till skoghalls bruk samt intill skoghallsbanan,1.0,0.0,1,Bullish,neutral
Pulp Paper Energy News,Vesa_Pulp_Paper,2022-11-14 08:05:01+00:00,nov 14 2022birkner stora enso imatra mills wood handling upgrade reaches completion water use will decrease by 85 per cent,0.0,0.0,1,Bullish,neutral
Renewable Carbon News,RenewableCNews,2022-11-14 07:26:58+00:00,nov 14 2022stora enso s pilot plant for a breakthrough bioplastic is well underway what will happen next bioeconomy bioplastics biotechnology packaging pef renewablecarbon,0.0,2.0,1,Bullish,neutral
painful truth,Deicingagents,2022-11-13 21:40:20+00:00,nov 13 2022replying to storaenso,0.0,0.0,0,Bullish,neutral
Samuli Karjalainen,SamuliKarjalai3,2022-11-13 21:06:52+00:00,nov 13 2022replying to petri roininen,0.0,0.0,0,Bullish,neutral
Tapio Ylipuranen,TapioYlipuranen,2022-11-13 18:51:53+00:00,nov 13 2022replying to jukkaperttula and juhiskoskis,0.0,0.0,2,Bearish,neutral
M. Katoen,m_katoen,2022-11-13 16:10:29+00:00,nov 13 2022replying to manvankatoen and storaenso,0.0,0.0,0,Bullish,neutral
World Climate Foundation,wclimate,2022-11-13 08:40:45+00:00,nov 13 2022 it is not all reductions that are important it is those reductions which can optimise and change the system that matter and need to be invested john kornerup bang senior vice president sustainability transformation of stora enso at opening session of wcsummit2022,0.0,1.0,5,Bullish,neutral
Energy Policy Institute at UChicago,UChiEnergy,2022-11-13 08:08:15+00:00,nov 13 2022replying to uchienergy,0.0,0.0,0,Bullish,neutral
Greger Björkegren,GregerBjrkegren,2022-11-12 22:25:56+00:00,nov 12 2022replying to storaenso,0.0,0.0,0,Bullish,neutral
Teemu Kallio,DigiLapiomies,2022-11-12 20:28:51+00:00,nov 12 2022 hmyllyntausta on jo el kkeelle siirtynyt huippukollegani meill on my s yhdist v tekij eli savitaipale juttu valitettavasti maksumuurin takana storaenso,0.0,0.0,2,Bullish,neutral
Karppa Kaisto,KarppaDGk,2022-11-12 09:58:50+00:00,nov 12 2022koska osa ei lue kuin otsikon ja tykk leimailla pahoja firmoja niin aiempien vuosien tappiot saa v hent voitoista 10 v aikana hyv niin se on harvoja j rkijuttuja loistavaa tulosta tekev stora enso ei ole maksanut vuosikausiin yhteis veroa suomeen,0.0,0.0,0,Bullish,neutral
tekniikkatalous,tekniikkatalous,2022-11-12 07:42:39+00:00,nov 12 2022n in paljon upm stora enso mets group ahlstrom ja muut mets j tit maksavat palkkaa selvitimme mets teollisuusfirmojen keskipalkat,0.0,1.0,0,Bullish,neutral
corpheart,corpheart1,2022-11-11 22:56:59+00:00,nov 11 2022replying to storaenso,0.0,0.0,0,Bullish,neutral
Johanna Lahti,LahtiJoh,2022-11-11 20:59:13+00:00,nov 11 2022 aboakademi and vttfinland are organising a course in barrier coating technology with world recognised experts from e g nestle bobst dow imerys walki storaenso mm board paper and vttfinland,0.0,0.0,2,Bullish,neutral
David Noir,NoirDavi,2022-11-11 17:20:49+00:00,nov 11 2022replying to olanderneuer and buschebba,0.0,0.0,0,Bullish,neutral
Erno Koivumäki,erno_koivumaki,2022-11-11 14:51:29+00:00,nov 11 2022replying to rmattila74,1.0,0.0,0,Bullish,neutral
KTH Royal Institute of Technology,KTHuniversity,2022-11-11 09:20:07+00:00,nov 11 2022kth awards honorary doctor degrees to anders brolin storaenso and suzana g fries ruhr universit t bochum brolin has developing the industrial dimension of fibre based materials fries has made groundbreaking work in the field of thermodynamics,0.0,4.0,10,Bullish,neutral
Kärnfull Energi,karnfull,2022-11-11 08:15:44+00:00,nov 11 2022 fortum vill utreda m jligheterna till ny k rnkraft stora enso vill investera i det nya akt rer som blykalla och k rnfull vill ha en roll i byggandet av sm modul ra reaktorer och inte minst jacob wallenberg har sagt sig vilja investera,1.0,0.0,22,Bullish,neutral
tekniikkatalous,tekniikkatalous,2022-11-11 07:05:25+00:00,nov 11 2022n in paljon upm stora enso mets group ahlstrom ja muut mets j tit maksavat palkkaa selvitimme mets teollisuusfirmojen keskipalkat,0.0,1.0,0,Bullish,neutral
