User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
CropLife Africa Middle East,@CroplifeAME,2020-01-07T16:42:02.000Z,"CropLife Africa Middle East
@CroplifeAME
·
Jan 7, 2020#DYK the #pesticide authorization process is one of the strictest product approval processes in the world https://bit.ly/2YiTbvr #pesticidefacts 
@BASF
 @Syngenta
 @Bayer4Crops
 @FMCCorp
 @corteva
 @cropprotection
1
2",,1.0,2.0
FMC Corporation,@FMCCorp,2020-01-06T16:35:05.000Z,"FMC Corporation
@FMCCorp
·
Jan 6, 2020FMC Russia's Farmer John recently made the rounds at YugAgro with much fanfare. Farmer John is a robot designed to attract the younger generation of farmers. Prepare for more innovative #AgTech this coming from FMC this decade: https://youtu.be/Ia5PXUSdt-A
2
15",,2.0,15.0
The Lincolnian,@ThisLincolnian,2020-01-06T13:00:01.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 6, 2020Zacks: Brokerages Anticipate FMC Corp $FMC to Announce $1.53 Earnings Per Share http://thelincolnianonline.com/?p=3332208",,,
Watchlist News,@WatchlistN,2020-01-06T12:58:14.000Z,"Watchlist News
@WatchlistN
·
Jan 6, 2020Analysts Expect FMC Corp $FMC Will Post Earnings of $1.53 Per Share http://zpr.io/tEQtg",,,
Enterprise Leader,@EnterpriseLeade,2020-01-05T09:46:24.000Z,"Enterprise Leader
@EnterpriseLeade
·
Jan 5, 2020Zacks: Brokerages Anticipate FMC Corp $FMC Will Announce Quarterly Sales of $1.19 Billion  http://theenterpriseleader.com/?p=2524516",,,
Community Financial,@CFinancialNews,2020-01-05T09:45:11.000Z,"Community Financial
@CFinancialNews
·
Jan 5, 2020Zacks: Brokerages Anticipate FMC Corp $FMC Will Announce Quarterly Sales of $1.19 Billion http://americanbankingnews.com/?p=12971213 #markets",,,
US Banking News,@AmericanBanking,2020-01-05T09:45:10.000Z,"US Banking News
@AmericanBanking
·
Jan 5, 2020Zacks: Brokerages Anticipate FMC Corp $FMC Will Announce Quarterly Sales of $1.19 Billion http://americanbankingnews.com/?p=12971213 #stocks",,,
The Lincolnian,@ThisLincolnian,2020-01-05T09:42:27.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 5, 2020FMC Corp $FMC Expected to Post Quarterly Sales of $1.19 Billion http://thelincolnianonline.com/?p=3328239",,,
FOCUS Finanzen,@focusfinanzen,2020-01-04T03:05:06.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jan 4, 2020FMC Corp.-Aktie Aktuell - FMC Corp. verzeichnet mit 0,6 Prozent Verluste https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-04-01-2020_id_11103196.html?rnd=8ecc67a3442ae7c106163189bae28a12…",,,
Ticker Report,@TickerReport,2020-01-03T09:36:48.000Z,"Ticker Report
@TickerReport
·
Jan 3, 2020FMC Corp $FMC Expected to Announce Earnings of $1.53 Per Share http://tickerreport.com/?p=4921615",,,
FMC Corporation,@FMCCorp,2020-01-02T16:13:14.000Z,"FMC Corporation
@FMCCorp
·
Jan 2, 2020Reducing plastic waste is a priority for us, as well. That's why we decided to cut single-use plastics on farms by 2021 in the U.K. and ensure that 100% of our global R&D spend is on developing sustainable products by 2025.
CropLife International
@CropLifeIntl
·
Jan 1, 2020
What were your #NewYearsResolutions last year? Reducing #plastic pollution was one of ours #SDG12 #circulareconomy  https://bit.ly/38OA8zW @Syngenta @Bayer4Crops @FMCCorp @corteva @kazyamato1 @BASFAgro @EndPlasticWaste
4
9",,4.0,9.0
FMC Corporation,@FMCCorp,2020-01-02T13:01:02.000Z,"FMC Corporation
@FMCCorp
·
Jan 2, 2020@FMCAgUS
 has been discussing BT trait failure with entomologists, as corn earworms have become a concern. Matthew Wiggins, FMC technical service manager, says Prevathon® insect control powered by Rynaxypyr® Active, offers very good contact: http://ow.ly/2dm650xIQ2N
1
4",,1.0,4.0
Tony Allen,@BelieveLiveLove,2020-01-01T21:09:04.000Z,"Tony Allen
@BelieveLiveLove
·
Jan 1, 2020@DelStateUniv
 is looking for great things from Delaware’s business community too 
@BankofAmerica
 @Chase
 @FMCCorp
 @chemours
 @DuPont_News
 @SallieMae
 @Barclays
 @Agilent
 @WSFS
 @DEStateChamber
 @NCC_Chamber
 @choosedelaware
 and many more https://delawarebusinesstimes.com/tony-allen-message-new-dsu-president/…
2",,,2.0
CropLife International,@CropLifeIntl,2020-01-01T15:00:27.000Z,"CropLife International
@CropLifeIntl
·
Jan 1, 2020What were your #NewYearsResolutions last year? Reducing #plastic pollution was one of ours #SDG12 #circulareconomy  https://bit.ly/38OA8zW 
@Syngenta
 @Bayer4Crops
 @FMCCorp
 @corteva
 @kazyamato1
 @BASFAgro
 @EndPlasticWaste
4
8",,4.0,8.0
CropLife International,@CropLifeIntl,2019-12-31T11:33:01.000Z,"CropLife International
@CropLifeIntl
·
Dec 31, 2019Thinking about your #resolutions for 2020? We are! Check out how we did on one of ours from last year. #FoodWaste #CropTech https://bit.ly/38OA8zW #SDG2 #SDG12  
@Bayer4Crops
 @FMCCorp
 @Syngenta
 @kazyamato1
 @corteva
 @BASFAgro
2
5",,2.0,5.0
Storm Investor,@storminvestor,2019-12-31T00:44:32.000Z,"Storm Investor
@storminvestor
·
Dec 31, 2019FMC Corp $FMC Short Interest Down 12.8% in December  http://thestockobserver.com/?p=2527340 #markets",,,
FOCUS Finanzen,@focusfinanzen,2019-12-30T21:35:07.000Z,"FOCUS Finanzen
@focusfinanzen
·
Dec 30, 2019FMC Corp.-Aktie Aktuell - FMC Corp. fällt 0,6 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-30-12-2019_id_11103196.html?rnd=993dc65a2f98c6dc576649e8ddbcf2a9…",,,
Pramod Thota,@pramod_thota,2019-12-30T16:00:17.000Z,"Pramod Thota
@pramod_thota
·
Dec 30, 2019@FMCCorp
 on a roll. Many more milestones to come. 
@BethwynTodd
 @rajukap
 @kgedaka
FMC Corporation
@FMCCorp
·
Dec 30, 2019
2019 was a big year for FMC. 

 Ranked128 in @Forbes global 2000: The World’s Best Employers List. 
 Listed as one of America's Most Responsible Companies, according to @Newsweek .
 Recognized by @WSJ's Management Top 250.

We can't wait to see what 2020 has in store...
2
4",,2.0,4.0
FMC Corporation,@FMCCorp,2019-12-30T15:01:51.000Z,"FMC Corporation
@FMCCorp
·
Dec 30, 20192019 was a big year for FMC. 

 Ranked128 in 
@Forbes
 global 2000: The World’s Best Employers List. 
 Listed as one of America's Most Responsible Companies, according to 
@Newsweek
 .
 Recognized by 
@WSJ
's Management Top 250.

We can't wait to see what 2020 has in store...
3
14
38",3.0,14.0,38.0
The Markets Daily,@TheMarketsDaily,2019-12-30T00:43:08.000Z,"The Markets Daily
@TheMarketsDaily
·
Dec 30, 2019FMC Corp $FMC Short Interest Update http://zpr.io/txBGB",,,
MidEast Times,@midetimes,2019-12-30T00:40:29.000Z,"MidEast Times
@midetimes
·
Dec 30, 2019FMC Corp $FMC Short Interest Update http://dailypolitical.com/?p=3301702 #stocks",,,
Daily Political,@dailypoliticaln,2019-12-30T00:40:28.000Z,"Daily Political
@dailypoliticaln
·
Dec 30, 2019FMC Corp $FMC Short Interest Update http://dailypolitical.com/?p=3301702",,,
ResearchPool,@ResearchPool,2019-12-29T17:51:10.000Z,"ResearchPool
@ResearchPool
·
Dec 29, 2019$FMC #FMC Corp. FMC Corporation: | http://dlvr.it/RM6QYp #equity #stocks",,,
FMC Corporation,@FMCCorp,2019-12-29T17:00:59.000Z,"FMC Corporation
@FMCCorp
·
Dec 29, 2019In 2019, we took big steps towards our sustainability goals and we are not finished yet. Take a look at our Sustainability page to see what's in store for FMC heading into the new decade! http://ow.ly/oCKQ50xDn6E
3
9",,3.0,9.0
MarketBeat,@MarketBeatCom,2019-12-29T16:10:15.000Z,"MarketBeat
@MarketBeatCom
·
Dec 29, 2019FMC Corp $FMC Increases Dividend to $0.44 Per Share http://zpr.io/tx4iS",,,
Maximum Pest Control Services,@maxipestcontrol,2019-12-29T12:16:32.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Dec 29, 2019$1.53 Earnings Per Share Expected for FMC Corp (NYSE:FMC) This Quarter - Slater Sentinel http://dlvr.it/RM5mWL",,,
Maximum Pest Control Services,@maxipestcontrol,2019-12-29T09:21:32.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Dec 29, 2019FMC Corp (NYSE:FMC) Insider Sells $334,284.47 in Stock - Slater Sentinel http://dlvr.it/RM5V8D",,,
Dakota Financial,@dakotafinancial,2019-12-29T04:13:01.000Z,"Dakota Financial
@dakotafinancial
·
Dec 29, 2019FMC Corp $FMC Sees Significant Decrease in Short Interest http://dakotafinancialnews.com/?p=1412534",,,
Transcript Daily,@TranscriptDaily,2019-12-29T04:12:42.000Z,"Transcript Daily
@TranscriptDaily
·
Dec 29, 2019FMC Corp $FMC Sees Significant Decrease in Short Interest http://zpr.io/txepY",,,
Community Financial,@CFinancialNews,2019-12-29T04:12:10.000Z,"Community Financial
@CFinancialNews
·
Dec 29, 2019FMC Corp $FMC Sees Significant Decrease in Short Interest http://americanbankingnews.com/?p=12925451 #markets",,,
Maximum Pest Control Services,@maxipestcontrol,2019-12-28T16:11:32.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Dec 28, 2019FMC Corp (FMC) To Go Ex-Dividend on December 30th - Riverton Roll http://dlvr.it/RM3zX5",,,
FMC Corporation,@FMCCorp,2019-12-28T15:10:07.000Z,"FMC Corporation
@FMCCorp
·
Dec 28, 2019Following our transaction with DuPont and the separation of our lithium business (now 
@LiventCorp
) from our core agricultural chemicals business, FMC is now a pure-play agricultural sciences company #DecadeChallenge
3
10",,3.0,10.0
MidEast Times,@midetimes,2019-12-28T14:49:56.000Z,"MidEast Times
@midetimes
·
Dec 28, 2019FMC Corp $FMC to Issue Quarterly Dividend of $0.44 http://dailypolitical.com/?p=3300162 #stocks",,,
Daily Political,@dailypoliticaln,2019-12-28T14:49:55.000Z,"Daily Political
@dailypoliticaln
·
Dec 28, 2019FMC Corp $FMC to Issue Quarterly Dividend of $0.44 http://dailypolitical.com/?p=3300162",,,
Transcript Daily,@TranscriptDaily,2019-12-28T14:48:42.000Z,"Transcript Daily
@TranscriptDaily
·
Dec 28, 2019FMC Corp $FMC To Go Ex-Dividend on December 30th http://zpr.io/txizQ",,,
mlourdes,@mlourdesfustai1,2019-12-27T19:50:10.000Z,"mlourdes
@mlourdesfustai1
·
Dec 27, 2019Replying to 
@FMCCorp
Great !",,,
FMC Corporation,@FMCCorp,2019-12-27T17:02:01.000Z,"FMC Corporation
@FMCCorp
·
Dec 27, 2019In 2017, we acquired the Stine Research Center in Newark. This year, we announced our plan to invest $50 million in the facility. Learn what's next for our state-of-the-art R&D center: http://ow.ly/qCXs50xzuhl
#LookBack
newarkpostonline.com
FMC announces $50 million investment in Newark facility
FMC Corporation is planning to invest $50 million in its Stine Research Center in Newark, officials announced late Monday.
6
17",,6.0,17.0
FMC Corporation,@FMCCorp,2019-12-27T15:46:23.000Z,"FMC Corporation
@FMCCorp
·
Dec 27, 2019Replying to 
@tonynascar7
They're always open 
@tonynascar7
 !",,,
FMC Corporation,@FMCCorp,2019-12-27T14:10:04.000Z,"FMC Corporation
@FMCCorp
·
Dec 27, 2019#DecadeChallenge In 2016, we moved to our new corporate home,  FMC Tower located in University City after spending 25 years at BNY Mellon Center in Center City (Both locations in Philadelphia). This is only one of the many changes that we have made over the last decade!
9",,,9.0
tony,@tonynascar7,2019-12-27T03:56:20.000Z,"tony
@tonynascar7
·
Dec 27, 2019wonder how the FMC building in Philly is doing. 
@FMCCorp
 are your dm’s open?
1
1",1.0,,1.0
Lillie Gould /ɡuːld/,@LillieBGould,2019-12-26T23:02:01.000Z,"Lillie Gould /ɡuːld/
@LillieBGould
·
Dec 27, 2019FMC Corporation / 
@fmccorp
 https://cofactor.io/ora/m/0b4chn",,,
Ticker Report,@TickerReport,2019-12-26T17:18:55.000Z,"Ticker Report
@TickerReport
·
Dec 26, 2019FMC Corp $FMC Receives $99.38 Consensus Price Target from Analysts http://tickerreport.com/?p=4899099",,,
FMC Corporation,@FMCCorp,2019-12-26T14:01:35.000Z,"FMC Corporation
@FMCCorp
·
Dec 26, 2019In 2019, FMC Tower, FMC's Global HQ, received its 
@WELLcertified
 certification as the first WELL Core Certified project at the Bronze level, globally, as well as the first WELL v2 certification in the U.S., and one of the first in the world. 
@BrandywineRlty
 #LookBack
5
18",,5.0,18.0
Watchlist News,@WatchlistN,2019-12-26T09:16:29.000Z,"Watchlist News
@WatchlistN
·
Dec 26, 2019Pierre R. Brondeau Sells 312,156 Shares of FMC Corp $FMC Stock http://zpr.io/txA4Q",,,
FMC Corporation,@FMCCorp,2019-12-25T12:30:11.000Z,"FMC Corporation
@FMCCorp
·
Dec 25, 2019Merry Christmas! FMC wishes all who celebrate a happy and healthy holiday! #Christmas2019
8
28",,8.0,28.0
Ticker Report,@TickerReport,2019-12-25T09:14:00.000Z,"Ticker Report
@TickerReport
·
Dec 25, 2019Pierre R. Brondeau Sells 312,156 Shares of FMC Corp $FMC Stock http://tickerreport.com/?p=4894587",,,
InterCooler,@intercooleronli,2019-12-25T09:13:20.000Z,"InterCooler
@intercooleronli
·
Dec 25, 2019FMC Corp $FMC CEO Sells $30,828,526.56 in Stock  http://modernreaders.com/?p=2632709 #investingnews",,,
FMC Corporation,@FMCCorp,2019-12-24T18:50:06.000Z,"FMC Corporation
@FMCCorp
·
Dec 24, 2019This year, FMC Chairman and CEO Pierre Brondeau received the 2019 International Palladium Medal for his contributions to the chemical industry at a dinner in his honor in New York City #LookBack

Read more about the award: http://ow.ly/qq7R50xzFCE
1
1
10",1.0,1.0,10.0
The Lincolnian,@ThisLincolnian,2019-12-24T13:23:18.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 24, 2019Brokerages Set FMC Corp $FMC Target Price at $99.38 http://thelincolnianonline.com/?p=3293979",,,
Enterprise Leader,@EnterpriseLeade,2019-12-24T13:21:12.000Z,"Enterprise Leader
@EnterpriseLeade
·
Dec 24, 2019Brokerages Set FMC Corp $FMC Price Target at $99.38  http://theenterpriseleader.com/?p=2490224",,,
The Lincolnian,@ThisLincolnian,2019-12-24T09:08:29.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 24, 2019Insider Selling: FMC Corp $FMC CEO Sells 312,156 Shares of Stock http://thelincolnianonline.com/?p=3292695",,,
Enterprise Leader,@EnterpriseLeade,2019-12-24T09:04:50.000Z,"Enterprise Leader
@EnterpriseLeade
·
Dec 24, 2019FMC Corp $FMC CEO Pierre R. Brondeau Sells 312,156 Shares of Stock  http://theenterpriseleader.com/?p=2488942",,,
Investor News,@newsfilterio,2019-12-24T07:10:18.000Z,"Investor News
@newsfilterio
·
Dec 24, 2019FMC Corp Announces 10% Increase in Quarterly Dividend $FMC $IMPUY $PAAS $KL https://newsfilter.io/articles/fmc-corp-fmc-announces-10-increase-in-quarterly-dividend-0292bcbaa367c9d4ca038b7074988fff…
1",,1.0,
Community Financial,@CFinancialNews,2019-12-23T21:54:24.000Z,"Community Financial
@CFinancialNews
·
Dec 23, 2019FMC Corp $FMC CEO Sells $30,828,526.56 in Stock http://americanbankingnews.com/?p=12890124 #markets",,,
MidEast Times,@midetimes,2019-12-23T21:52:47.000Z,"MidEast Times
@midetimes
·
Dec 23, 2019FMC Corp $FMC CEO Sells $30,828,526.56 in Stock http://dailypolitical.com/?p=3294658 #stocks",,,
Daily Political,@dailypoliticaln,2019-12-23T21:52:44.000Z,"Daily Political
@dailypoliticaln
·
Dec 23, 2019FMC Corp $FMC CEO Sells $30,828,526.56 in Stock http://dailypolitical.com/?p=3294658",,,
Stanley Suen,@stanleysuen,2019-12-23T14:40:04.000Z,"Stanley Suen
@stanleysuen
·
Dec 23, 2019FMC Corp (FMC) Announces 10% Increase in Quarterly Dividend
 http://stock-market-newsfeed.blogspot.com/2019/12/fmc-corp-fmc-announces-10-increase-in.html…",,,
FMC Corporation,@FMCCorp,2019-12-23T12:30:22.000Z,"FMC Corporation
@FMCCorp
·
Dec 23, 2019Happy Hanukkah! FMC wishes all who celebrate a happy and healthy holiday!
#Hanukkah2019
1
7",,1.0,7.0
Palestra Girl,@PalestraGirl,2019-12-23T12:11:09.000Z,"Palestra Girl
@PalestraGirl
·
Dec 23, 2019Kudos to Liberty One building and 
@FMCCorp
 for going green last night for the Eagles!! And as always, BOO 
@comcast
3",,,3.0
Chethana Cn,@chethana_cn,2019-12-23T10:44:41.000Z,"Chethana Cn
@chethana_cn
·
Dec 23, 2019Today is *NATIONAL FARMERS  Day*, a day to recognise The Hero’s who working Hard to Feed The GLOBAL and as a vital contributor to FOOD SECURITY .
@FMCCorp
 is proud to work with *FARMERS* to help AGRICULTURE SUSTAINABLE AND PROFITABLE   
@pramod_thota
 @rajukap
 @BakulCJoshi
5",,,5.0
Andres Llorente,@andresllorente,2019-12-22T18:36:37.000Z,"Andres Llorente
@andresllorente
·
Dec 22, 2019Estas son las cinco empresas del sector agrícola con mayor presencia en muchas de las carteras de Hedge Funds.

Corteva Inc. ( $CTVA), 
CF Industries Holdings Inc. ( $CF),
FMC Corp. ( $FMC), 
The Scotts Miracle Gro Co. ( $SMG) y
Nutrien Ltd. ( $NTR).

Cc 
@PandaAgricultur
4
16",,4.0,16.0
Maximum Pest Control Services,@maxipestcontrol,2019-12-22T07:15:03.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Dec 22, 2019FMC Corp (NYSE:FMC) Receives $99.38 Consensus Target Price from Brokerages - Slater Sentinel http://dlvr.it/RLksMG",,,
Community Financial,@CFinancialNews,2019-12-21T20:47:37.000Z,"Community Financial
@CFinancialNews
·
Dec 21, 2019FMC Corp $FMC Given Consensus Recommendation of “Buy” by Analysts http://americanbankingnews.com/?p=12878088 #markets",,,
US Banking News,@AmericanBanking,2019-12-21T20:47:36.000Z,"US Banking News
@AmericanBanking
·
Dec 21, 2019FMC Corp $FMC Given Consensus Recommendation of “Buy” by Analysts http://americanbankingnews.com/?p=12878088 #stocks",,,
MarketBeat,@MarketBeatCom,2019-12-21T20:43:25.000Z,"MarketBeat
@MarketBeatCom
·
Dec 21, 2019FMC Corp $FMC Given Consensus Recommendation of “Buy” by Analysts http://zpr.io/tXvb4",,,
Eddie Lomax,@ELoAgInc,2019-12-21T18:11:07.000Z,"Eddie Lomax
@ELoAgInc
·
Dec 21, 2019Replying to 
@agrichad
 @joelbrown22
 and 2 others
Didn’t know we had a FMC rep in Bootheel.
3",,,3.0
Chad Fullerton,@agrichad,2019-12-21T17:38:04.000Z,"Chad Fullerton
@agrichad
·
Dec 21, 2019Replying to 
@joelbrown22
 @FMCCorp
 and 
@TarnoChris
Won’t return any ones calls 
1",1.0,,
Golfdom,@Golfdom,2019-12-21T16:00:27.000Z,"Golfdom
@Golfdom
·
Dec 21, 2019FMC Professional Solutions, a business unit of 
@FMCCorp
, announced Rayora fungicide was granted U.S. EPA registration. (Logo: FMC)
golfdom.com
FMC launches Rayora fungicide, receives EPA registration - Golfdom
FMC Professional Solutions launched Rayora fungicide and announced that it has been granted U.S. Environmental Protection Agency registration.
13
22",,13.0,22.0
FMC Corporation,@FMCCorp,2019-12-21T14:01:21.000Z,"FMC Corporation
@FMCCorp
·
Dec 21, 2019Get the most up-to-date #stats, #facts, and information on #plantscience that came out in 2019 with 
@CropLifeIntl
 's list of top reports. http://ow.ly/qucA50xDj14 
@isaaa_org
 @UNEP
 @FAO
 @IPBES
 @Ag_Productivity
croplife.org
Best Reports From 2019
List of top agricultural reports from last year
5",,,5.0
Ticker Report,@TickerReport,2019-12-21T12:09:33.000Z,"Ticker Report
@TickerReport
·
Dec 21, 2019FMC Corp $FMC Announces Dividend Increase – $0.44 Per Share http://tickerreport.com/?p=4883855",,,
Watchlist News,@WatchlistN,2019-12-21T12:07:13.000Z,"Watchlist News
@WatchlistN
·
Dec 21, 2019FMC Corp $FMC To Go Ex-Dividend on December 30th http://zpr.io/tXcft",,,
LONNIE DALE GIBSON JR,@lonniegibsonjr,2019-12-21T05:09:06.000Z,"LONNIE DALE GIBSON JR
@lonniegibsonjr
·
Dec 21, 2019Replying to 
@agrichad
 @FMCCorp
 and 
@TarnoChris
Wow",,,
Transcript Daily,@TranscriptDaily,2019-12-21T00:45:01.000Z,"Transcript Daily
@TranscriptDaily
·
Dec 21, 2019Zacks: Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.19 Billion http://zpr.io/tXJt6",,,
dividend hike,@dividendhike,2019-12-20T15:24:58.000Z,"dividend hike
@dividendhike
·
Dec 20, 2019FMC Corp hikes dividend by 10.0 percent. $FMC #dividends
8",,,8.0
FMC Corporation,@FMCCorp,2019-12-20T14:02:24.000Z,"FMC Corporation
@FMCCorp
·
Dec 20, 2019FMC's latest #GoodToGrow specialty crops podcast features Brent Johnson, technical service manager for FMC. Brent goes in depth to discuss the emerging pest and weather challenges for the 2020 leafy season in Florida! http://ow.ly/PkDq50xyNai
3
11",,3.0,11.0
The Lincolnian,@ThisLincolnian,2019-12-20T12:38:56.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 20, 2019FMC Corp $FMC Increases Dividend to $0.44 Per Share http://thelincolnianonline.com/?p=3282752",,,
Enterprise Leader,@EnterpriseLeade,2019-12-20T12:38:32.000Z,"Enterprise Leader
@EnterpriseLeade
·
Dec 20, 2019FMC Corp $FMC Increases Dividend to $0.44 Per Share  http://theenterpriseleader.com/?p=2478991",,,
GT_AgLLC,@GT_AG_LLC,2019-12-20T02:55:43.000Z,"GT_AgLLC
@GT_AG_LLC
·
Dec 20, 2019Replying to 
@agrichad
 and 
@FMCCorp
must be why 
@business
 had them as one of the worst performing stocks today
1",,,1.0
CropLife Europe,@CropLifeEU,2019-12-19T17:23:40.000Z,"CropLife Europe
@CropLifeEU
·
Dec 19, 2019Well done  
@FMCCorp
 has set itself a target to ensure 100% of its global research and development fund is spent on developing sustainable products by 2025 and will reside its’ single-use plastic product!
FMC Corporation
@FMCCorp
·
Dec 19, 2019
Research reveals that 84% of farmers are worried about plastic. So are we. That's why we made the decision to phase out single-use plastic waste on farm with the removal of measuring cylinders. Read more: http://ow.ly/OuS950xyBaM
1
3",,1.0,3.0
"Trade Alerts, Trade Ideas and Crypto",@AlertTrade,2019-12-19T17:12:32.000Z,"Trade Alerts, Trade Ideas and Crypto
@AlertTrade
·
Dec 19, 2019DOWNSIDE MOMENTUM ALERT: $FMC FMC Corp  TradeIdeas via http://AlertTrade.us to FREE Trading Room",,,
Briefing.com,@Briefingcom,2019-12-19T14:31:57.000Z,"Briefing.com
@Briefingcom
·
Dec 19, 2019$FMC: FMC Corp increases quarterly dividend to $0.44/share from $0.40/share http://bit.ly/2Z4MLCh",,,
Anthony Collard - B2B Marketer,@AnthonyCollard,2019-12-19T13:53:05.000Z,"Anthony Collard - B2B Marketer
@AnthonyCollard
·
Dec 19, 2019Big news for 
@FMCCorp
. Glad to have such a smooth leadership transition.
FMC Corporation
@FMCCorp
·
Dec 19, 2019
FMC Corporation Announces Mark Douglas Will Succeed Pierre Brondeau as President and CEO on June 1, 2020; Brondeau to Become Executive Chairman. Read more: 
http://ow.ly/hS0p50xDEV8",,,
Community Financial,@CFinancialNews,2019-12-19T13:21:16.000Z,"Community Financial
@CFinancialNews
·
Dec 19, 2019FMC Corp $FMC Increases Dividend to $0.44 Per Share http://americanbankingnews.com/?p=12862566 #markets",,,
US Banking News,@AmericanBanking,2019-12-19T13:21:15.000Z,"US Banking News
@AmericanBanking
·
Dec 19, 2019FMC Corp $FMC Increases Dividend to $0.44 Per Share http://americanbankingnews.com/?p=12862566 #stocks",,,
FMC Corporation,@FMCCorp,2019-12-19T11:01:05.000Z,"FMC Corporation
@FMCCorp
·
Dec 19, 2019Research reveals that 84% of farmers are worried about plastic. So are we. That's why we made the decision to phase out single-use plastic waste on farm with the removal of measuring cylinders. Read more:
farmersguide.co.uk
Company to cut single use plastic waste - Farmers Guide
Agricultural sciences company FMC says it will cut the amount of single use plastic waste on farms by 2,000kg, as research reveals 84 per cent of farmers are worried about plastic.
3
14",,3.0,14.0
MRITUNJAY KUMAR,@mritunjay1978,2019-12-19T10:07:58.000Z,"MRITUNJAY KUMAR
@mritunjay1978
·
Dec 19, 2019Replying to 
@FMCCorp
 and 
@BethwynTodd
A great move by a great leader Pierre  Brondeau & Board . FMC is poised to become numero uno Agricultural Sciences Company under the charismatic leadership of of a visionary CEO /President elect Mark Douglas and Executive Chairman elect Pierre Broundeau.
1",,,1.0
FMC Corporation,@FMCCorp,2019-12-18T23:00:41.000Z,"FMC Corporation
@FMCCorp
·
Dec 19, 2019FMC Corporation Announces Mark Douglas Will Succeed Pierre Brondeau as President and CEO on June 1, 2020; Brondeau to Become Executive Chairman. Read more: 
http://ow.ly/hS0p50xDEV8
1
9
29",1.0,9.0,29.0
Dakota Financial,@dakotafinancial,2019-12-18T18:32:39.000Z,"Dakota Financial
@dakotafinancial
·
Dec 18, 2019$1.19 Billion in Sales Expected for FMC Corp $FMC This Quarter http://dakotafinancialnews.com/?p=1399362",,,
FMC Corporation,@FMCCorp,2019-12-18T13:02:04.000Z,"FMC Corporation
@FMCCorp
·
Dec 18, 2019What's new with FMC? Find out from FMC Technical Service Manager Matthew Wiggins: http://ow.ly/RmD650xwDYY
15",,,15.0
Bethwyn Todd,@BethwynTodd,2019-12-18T03:05:57.000Z,"Bethwyn Todd
@BethwynTodd
·
Dec 18, 2019Replying to 
@mohdirfanq
 @Saurin2344
 and 
@FMCCorp
My pleasure Irfan!  It was wonderful to spend time with you, 
@FMCCorp
 Malaysia team and customers
3",,,3.0
Mohammad irfan,@mohdirfanq,2019-12-17T23:29:51.000Z,"Mohammad irfan
@mohdirfanq
·
Dec 18, 2019Yesterweek, insightful session and tour with 
@BethwynTodd
 & 
@Saurin2344
 at 
@FMCCorp
 Malaysia. Thank you for the visit.
2
10",2.0,,10.0
dividendc2,@dividendc2,2019-12-17T21:09:31.000Z,"dividendc2
@dividendc2
·
Dec 17, 2019Best Agriculture Stocks

Deere & Co.
Caterpillar, Inc.
Archer-Daniels-Midland Co.
Alamo Group, Inc.
Bayer AG
AGCO Corp.
Bunge Ltd.
Calavo Growers, Inc.
CF Industries Holdings, Inc.
FMC Corp.
Lindsay Corp.
Nutrien Ltd.
Scotts Miracle-Gro Co.
Industrias Bachoco SAB de CV
2
4",,2.0,4.0
Chethana Cn,@chethana_cn,2019-12-17T13:32:00.000Z,"Chethana Cn
@chethana_cn
·
Dec 17, 2019Make Global beautiful through PLASTICFREE Thank you 
@FMCCorp
  you really inspire to Corporate companies for work with sustainable  
@pramod_thota
 @rajukap
 @BakulCJoshi
FMC Corporation
@FMCCorp
·
Dec 17, 2019
We are cutting single use plastic waste in the U.K by phasing out the supply of measuring cylinders with their Sulfonylurea (SU) product range, by 2021, part of our 2025 goal to invest 100% of our R&D spend on sustainable products. Learn more: http://ow.ly/h6it50xwCHw",,,
FMC Corporation,@FMCCorp,2019-12-17T13:01:41.000Z,"FMC Corporation
@FMCCorp
·
Dec 17, 2019We are cutting single use plastic waste in the U.K by phasing out the supply of measuring cylinders with their Sulfonylurea (SU) product range, by 2021, part of our 2025 goal to invest 100% of our R&D spend on sustainable products. Learn more: http://ow.ly/h6it50xwCHw
9
14",,9.0,14.0
Homologa: the Global Crop Protection Database,@Homologa_data,2019-12-17T09:25:57.000Z,"Homologa: the Global Crop Protection Database
@Homologa_data
·
Dec 17, 2019Cyprus registered a new 
@FMCCorp
 fungicide on several crops (peaches, apples, pears, grapes, tomatoes, aubergines, peppers, strawberries, wheat and barley): IMPACT 125 SC (Flutriafol)
1",,,1.0
